District,usaono,defno,branch,progcat,priority,appealtype,collindc,casestat,ausa,littype,defstatus,defstatdt,matterdt,compdt,arrestdt,casedt,courtno,courtappeal,crttype,judge,casetype,caseweight,litresp,ldcharge,offensedt,cntrlsub,mbrseized,qtyseized,defdispdt,defdisp,defdpreas,invagency,invagencyno,dojdiv,dojno,factno,filler9,terrindic,evnt,evntdt,evntact,relusaonbr,realdefnbr,chgtype,totalcounts,errindc,filename,estdollar,errnojc,bondtype,bondamt,errindj,fine,errindj1,suspfine,errindj2,sentdt,susp,incar,incarsusp,sentsec,probation,sysdisdt,syseousadt,acrecvdt,acfiledt,accttermdt,progagcy,progagcyno,lateclosing,dcmns,lionsno,distseq,distname,disthicode,agcy,cca,mrrf,mrmf,mprf,mpmf,mtrf,mtmf,cfrf,cfcf,cprf,cpcf,ctrf,ctcf,irf,irc,ibrf,ibmf,crtrf,ctrcf,citrf,citcf,scrher,par dis,par div,rectype,disname2,nodis,alphadis,ID
ALM,97R0236,1,2,40,,A,,O,TFM,,,,970801,,,970801,*******,,CA,,,,US,,951115,M,P,9,,,,IRSZ,***********,,,,,,APDO,970604,CM,95R0377,10,,,,** ** ** ********,,,,,,,,,,,,,,,,970801,970930,970831,970831,,,,,96-361958-5,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,,,,,,,,,0B,2,0,1,,,,1681
ALM,97R0237,1,1,***,,,,O,TBH,,,,970801,,,,,,NC,,,,US,,970501,,,,,,,PSUS,*** *********,,,,,,AIRF,970730,CM,,,,,,** ** ** ******** *** ***,,,,,,,,,,,,,,,,970801,970831,970831,,,,,,,,,ALABAMA M,20,M,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1682
ALM,97R0237,2,1,***,,,,O,TBH,,,,970801,,,,,,NC,,,,US,,970501,,,,,,,PSUS,*** *********,,,,,,AIRF,970730,CM,,,,,,** ** ** ******** *** ***,,,,,,,,,,,,,,,,970801,970831,970831,,,,,,,,,ALABAMA M,20,M,1,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1683
ALM,97R0237,3,1,***,,,,O,TBH,,,,970801,,,,,,NC,,,,US,,970501,,,,,,,PSUS,*** *********,,,,,,AIRF,970730,CM,,,,,,** ** ** ******** *** ***,,,,,,,,,,,,,,,,970801,970831,970831,,,,,,,,,ALABAMA M,20,M,1,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1684
ALM,97R0237,4,1,***,,,,O,TBH,,,,970801,,,,,,NC,,,,US,,970501,,,,,,,PSUS,*** *********,,,,,,AIRF,970730,CM,,,,,,** ** ** ******** *** ***,,,,,,,,,,,,,,,,970801,970831,970831,,,,,,,,,ALABAMA M,20,M,1,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1685
ALM,97R0238,1,3,90,,,,O,FTR,,,,970804,,,,********,,MG,,,,US,,970730,,,,,,,DEAR,***********,,,,,,INFO,970804,FI,,,IF,5,,** ** ** ******,,,,,,,,,,,,,,,,970914,970930,970831,,,,,,97-591226-2,,,ALABAMA M,20,N,9,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1686
ALM,97R0239,1,3,84,,,,C,FTR,,,,970805,,,,********,,MG,,,,US,,970524,,,,970818,DM,GWOM,DEAR,***********,,,,,,CLOS,970818,CP,,,IF,1,,** ** ** ****,,,,,,,,,,,,,,,,970829,970831,970831,,970831,,,,97-577705-6,,,ALABAMA M,20,A,1,1,1,,,1,1,,,,,,,,,,,,,,,49,2,0,1,,,,1687
ALM,97R0240,1,3,84,,,,O,FTR,,,,970805,,,,********,,MG,,,,US,,970516,,,,,,,DEAR,***********,,,,,,INFO,970805,FI,,,IF,5,,** ** ** *******,,,,,,,,,,,,,,,,970811,970831,970831,,,,,,97-577710-7,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1688
ALM,97R0241,1,3,***,,,,O,FTR,,,,970805,,,,,,NC,,,,US,,970503,M,,,,,,DEAR,***********,,,,,,AIRF,970804,CM,,,,,,** ** ** ******,,,,,,,,,,,,,,,,970805,970831,970831,,,,,,,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1689
ALM,97R0242,1,3,84,,,,O,FTR,,,,970805,,,,********,,MG,,,,US,,970125,,,,,,,DEAR,***********,,,,,,INFO,970805,FI,,,IF,1,,** ** ** *****,,,,,,,,,,,,,,,,970811,970831,970831,,,,,,97-577708-7,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1690
ALM,97R0243,1,3,84,,,,O,FTR,,,,970805,,,,********,,MG,,,,US,,961017,,,,,,,DEAR,***********,,,,,,INFO,970805,FI,,,IF,4,,** ** ** *****,,,,,,,,,,,,,,,,970811,970831,970831,,,,,,97-577703-2,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1691
ALM,97R0244,1,3,***,,,,O,FFF,,FU,970503,970811,,,,,,NC,,,,US,,970530,,,,,,,JUFB,*** *********,,,,,,CMPL,970806,FI,,,,,,** ** ** ******,,,,,,,,,,,,,,,,970918,970930,970831,,,,,,,,,ALABAMA M,20,Q,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1692
ALM,97R0245,1,1,90,,,,O,CRN,,,,970811,,,970819,********,,DC,,,,US,,960926,,,,,,,TRCB,*************,,,,,,ARGN,970911,CN,,,IN,2,,** ** ** *******,,,,,,,,,,,,,,,,970912,970930,970831,970831,,,,,97-583097-6,,,ALABAMA M,20,Q,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1693
ALM,97R0246,1,3,90,,,,O,CRN,,,,970811,,,970819,********,,DC,,,,US,,960824,,,,,,,TRCB,*************,,,,,,GRJU,970819,CN,,,IN,2,,** *** ** *******,,,,,,,,,,,,,,,,970822,970831,970831,970831,,,,,97-583101-5,,,ALABAMA M,20,Q,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1694
ALM,97R0247,1,1,90,,,,O,CRN,,,,970811,,,970819,*********,,DC,,,,US,,961212,,,,,,,TRCB,*************,,,,,,ARGN,970918,CN,,,IN,1,,** ** ** ******,,,,,,,,,,,,,,,,970919,970930,970831,970831,,,,,97-583103-9,,,ALABAMA M,20,Q,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1695
ALM,97R0248,1,1,***,,,,O,AAH,,,,970811,,,,,,NC,,,,US,,961201,,,,,,,PSUS,**********,,,,,,RUTW,970810,CM,,,,,,** ** ** *****,,,,,,,,,,,,,,,,970811,970930,970831,,,,,,,,,ALABAMA M,20,M,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1696
ALM,97R0249,1,1,82,,,,O,SPF,,,,970812,,,970819,*,,DC,,,,US,,970516,,,,,,,PSUS,**********,,,,,,ARGN,970905,CN,,,IN,3,,** ** ** ****,35800,,,,,,,,,,,,,,,970905,970930,970831,970831,,,,,97-583094-5,,,ALABAMA M,20,M,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1697
ALM,97R0250,1,2,40,,,,O,AGD,,,,970812,,,970819,********,,DC,,,,US,,970501,T,,,,,,JUDE,***********,,,,,,ARGN,970826,CN,,,IN,2,,** ** ** ********,,,,,,,,,,,,,,,,970828,970831,970831,970831,,,,,97-583105-3,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1698
ALM,97R0251,1,1,40,,A,,O,CFT,,,,970812,,,970812,*******,,CA,,,,US,,950605,C,G,79,,,,ZTAT,**********,,,,,,APDO,970729,CM,95R0259,7,,,,** ** ** ********,,,,,,,,,,,,,,,,970812,970831,970831,970831,,,,,95-263354-2,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,,,,,,,,,0B,2,0,1,,,,1699
ALM,97R0253,1,2,***,,,,O,AAH,,,,970814,,,,,,NC,,,,US,,970206,,,,,,,PSUS,***********,,,,,,AIRF,970807,CM,,,,,,** ** ** *****,,,,,,,,,,,,,,,,970814,970930,970831,,,,,,,,,ALABAMA M,20,M,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1700
ALM,97R0254,1,3,***,,,,O,TBH,,,,970814,,,,,,NC,,,,US,,970501,,,,,,,JUFB,************,,,,,,AIRF,970814,CM,,,,,,** ** ** *******,,,,,,,,,,,,,,,,970814,970930,970831,,,,,,,,,ALABAMA M,20,Q,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1701
ALM,97R0255,1,3,***,,,,O,AAH,,,,970814,,,,,,NC,,,,US,,970729,K,,,,,,JUFB,************,,,,,,AIRF,970808,CM,,,,,,** ** ** ****** *** ***,,,,,,,,,,,,,,,,970814,970930,970831,,,,,,,,,ALABAMA M,20,H,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1702
ALM,97R0255,2,3,***,,,,O,AAH,,,,970814,,,,,,NC,,,,US,,970729,K,,,,,,JUFB,************,,,,,,AIRF,970808,CM,,,,,,** ** ** ****** *** ***,,,,,,,,,,,,,,,,970814,970930,970831,,,,,,,,,ALABAMA M,20,H,1,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1703
ALM,97R0256,1,1,40,,,,O,TFM,,,,970815,,,970819,********,,DC,,,,US,,960610,K,,,,,,ZTAT,**********,,,,,,ARGN,970903,CN,,,IN,1,,** ** ** ****,,,,,,,,,,,,,,,,970903,970930,970831,970831,,,,,97-583107-7,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1704
ALM,97R0257,1,3,84,,,,O,FTR,,,,970815,,,,********,,MG,,,,US,,970307,M,,,,,,DEAR,***********,,,,,,INFO,970815,FI,,,IF,1,,** ** ** *******,,,,,,,,,,,,,,,,970821,970831,970831,,,,,,97-582544-6,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1705
ALM,97R0258,1,1,86,,,,O,TFM,,,,970818,,,970819,********,,DC,,,,US,,,,,,,,,ZTAT,*** *********,,,,,,GRJU,970819,CN,,,IN,1,,** ** ** ********,,,,,,,,,,,,,,,,970822,970930,970831,970831,,,,,97-583067-8,,,ALABAMA M,20,M,2,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1706
ALM,97R0259,1,1,06F,,,,O,TFM,,,,970818,,,970819,********,,DC,,,,US,,970408,,,,,,,IRS,*********,,,,,,GRJU,970819,CN,,,IN,4,,** ** ** *******,,,,,,,,,,,,,,,,970822,970930,970831,970831,,,,,97-583108-4,,,ALABAMA M,20,C,0,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1707
ALM,97R0260,1,2,90,,,,O,TFM,,,,970818,,,970819,********,,DC,,,,US,,970814,,,,,,,ZTAT,**********,,,,,,ARGN,970903,CN,,,IN,1,,** ** ** *******,,,,,,,,,,,,,,,,970903,970930,970831,970831,,,,,97-583109-1,,,ALABAMA M,20,N,9,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1708
ALM,97R0261,1,2,36,,,,O,AGD,,,,970820,,,970924,********,,DC,,,,US,,,,,,,,,JUFB,***********,,,,,,GRJU,970924,CM,,,IN,1,,** ** ** *****,395000,,,,,,,,,,,,,,,970926,970930,970831,970930,,ZFDI,*********,,,,,ALABAMA M,20,O,4,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1709
ALM,97R0262,1,1,***,,,,O,CFT,,,,970825,,,,,,NC,,,,US,,970301,,,,,,,JUFB,***********,,,,,,AIRF,970822,CM,,,,,,** ** ** ********** *** ***,1000000,,,,,,,,,,,,,,,970825,970831,970831,,,ZFDI,*** *********,,,,,ALABAMA M,20,O,4,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1710
ALM,97R0262,2,1,***,,,,O,CFT,,,,970825,,,,,,NC,,,,US,,970301,,,,,,,JUFB,***********,,,,,,AIRF,970822,CM,,,,,,** ** ** ********** *** ***,1000000,,,,,,,,,,,,,,,970825,970831,970831,,,ZFDI,*** *********,,,,,ALABAMA M,20,O,4,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1711
ALM,97R0263,1,3,84,,,,O,FTR,,,,970825,,,,********,,MG,,,,US,,970706,,,,,,,DEAR,***********,,,,,,INFO,970822,FI,,,IF,2,,** ** ** ********,,,,,,,,,,,,,,,,970914,970930,970831,,,,,,97-591228-6,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1712
ALM,97R0264,1,1,***,,,,O,TBH,,,,970825,,,,,,NC,,,,US,,,,,,,,,JUFB,*** *********,,,,,,AIRF,970812,CM,,,,,,**** ** ******** ******* ***,,,,,,,,,,,,,,,,970825,970831,970831,,,,,,,,,ALABAMA M,20,P,3,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1713
ALM,97R0266,1,1,***,,,,O,CFT,,,,970828,,,,,,NC,,,,US,,960101,,,,,,,TRCB,*** *********,,,,,,AIRF,970826,CM,,,,,,** ** ** ******** *** **,10000000,,,,,,,,,,,,,,,970828,970831,970831,,,,,,,,,ALABAMA M,20,O,2,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1714
ALM,97R0266,2,1,***,,,,O,CFT,,,,970828,,,,,,NC,,,,US,,960101,,,,,,,TRCB,*** *********,,,,,,AIRF,970826,CM,,,,,,** ** ** ******** *** **,10000000,,,,,,,,,,,,,,,970828,970831,970831,,,,,,,,,ALABAMA M,20,O,2,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1715
ALM,97R0267,1,1,***,,,,O,TBH,,,,970828,,,,,,NC,,,,US,,,,,,,,,JUFB,*** *********,,,,,,AIRF,970826,CM,,,,,,** ** ** *******,,,,,,,,,,,,,,,,970828,970831,970831,,,,,,,,,ALABAMA M,20,P,2,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1716
ALM,97R0268,1,1,***,,,,O,AGD,,,,970828,,,,,,NC,,,,US,,,C,,,,,,TRCB,*** *********,ZNTF,NOT AVAILABLE,,,,AIRF,970827,CM,,,,,,** ** ** **********,,,,,,,,,,,,,,,,970828,970831,970831,,,,,,,,,ALABAMA M,20,K,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1717
ALM,97R0269,1,3,84,,,,O,FTR,,,,970828,,,,********,,MG,,,,US,,970616,,,,,,,DEAR,***********,,,,,,INFO,970825,FI,,,IF,1,,** ** ** *****,,,,,,,,,,,,,,,,970919,970930,970831,,,,,,97-593486-6,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1718
ALM,97R0270,1,3,84,,,,O,FTR,,,,970828,,,,********,,MG,,,,US,,970609,,,,,,,DEAR,***********,,,,,,INFO,970825,FI,,,IF,1,,** ** ** *******,,,,,,,,,,,,,,,,970919,970930,970831,,,,,,97-593484-2,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1719
ALM,97R0271,1,1,***,,,,O,AGD,,,,970828,,,,,,NC,,,,US,,,,,,,,,JUFB,*** *********,,,,,,AIRF,970822,CM,,,,,,** ** ** ****** *** ***,,,,,,,,,,,,,,,,970828,970831,970831,,,,,,,,,ALABAMA M,20,I,6,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1720
ALM,97R0271,2,1,***,,,,O,AGD,,,,970828,,,,,,NC,,,,US,,,,,,,,,JUFB,*** *********,,,,,,AIRF,970822,CM,,,,,,** ** ** ****** *** ***,,,,,,,,,,,,,,,,970828,970831,970831,,,,,,,,,ALABAMA M,20,I,6,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1721
ALM,97R0272,1,3,84,,,,O,FTR,,,,970828,,,,********,,MG,,,,US,,970713,,,,,,,DEAR,***********,,,,,,INFO,970826,FI,,,IF,1,,** ** ** ********,,,,,,,,,,,,,,,,970914,970930,970831,,,,,,97-591229-3,,,ALABAMA M,20,A,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1722
ALM,97R0273,1,1,***,,,,O,FFF,,FU,920909,970829,,,,,,NC,,,,US,,920909,,,,,,,ZTAZ,***********,,,,,,CMPL,970828,FI,,,,,,** ** ** ******,,,,,,,,,,,,,,,,970829,970831,970831,,,,,,,,,ALABAMA M,20,Q,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1723
ALM,97R0274,1,3,***,,,,O,TFM,,,,970829,,,,,,NC,,,,US,,,C,,,,,,JUDE,*** *********,,,,,,AIRF,970826,CM,,,,,,** ** ** ******,,,,,,,,,,,,,,,,970829,970831,970831,,,,,,,,,ALABAMA M,20,H,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1724
ALM,97R0275,1,1,***,,,,O,SPF,,,,970904,,,,,,NC,,,,US,,970815,,,,,,,JUFB,*** *********,,,,,,AIRF,970902,CM,,,,,,**** ** ******* *******,,,,,,,,,,,,,,,,970904,970930,970930,,,,,,,,,ALABAMA M,20,N,9,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1725
ALM,97R0276,1,1,40,,A,,O,CRN,,,,970904,,,970904,*******,,CA,,,,US,,940201,T,,,,,,TRCB,*************,,,,,,MOTS,970903,CN,96R0327,2,,,,**** ** *****,,,,,,,,,,,,,,,,970905,970930,970930,970930,,,,,96-456090-7,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,,,,,,,,,0B,2,0,1,,,,1726
ALM,97R0277,1,1,47,,A,,O,AGD,,,,970904,,,970904,*******,,CA,,,,US,,920501,C,,,,,,JUDE,*** *********,ZNTF,SE-1LM-012,,,,ALBR,970911,CN,93R0336,3,,,,** ** ** *****,,,,,,,,,,,,,,,,970911,970930,970930,970930,,,,,93-002357-5,,,ALABAMA M,20,K,1,1,1,,,,,1,1,1,1,,,,,,,,,,,0B,2,0,1,,,,1727
ALM,97R0278,1,3,90,,,,O,AAH,,,,970904,970904,970904,970924,********,,DC,,,,US,,970901,,,,,,,JUFB,*******,,,,,,GRJU,970924,FI,,,IN,1,,** ** ** ******* ***** *******,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,97-591237-5,,,ALABAMA M,20,N,9,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1728
ALM,97R0279,1,2,***,,,,O,TBH,,,,970904,,,,,,NC,,,,US,,970601,,,,,,,JUFB,*******,,,,,,AIRF,970904,CM,,,,,,** ** ** ***** ******** ******,,,,,,,,,,,,,,,,970918,970930,970930,,,,,,,,,ALABAMA M,20,O,4,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1729
ALM,97R0284,1,3,40,,,,O,SMR,,,,970914,,,970924,********,,DC,,,,US,,961001,C,,,,,,JUDE,**********,,,,,,GRJU,970924,CM,,,IN,6,,** ** ** ****** *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1730
ALM,97R0284,2,3,40,,,,O,SMR,,,,970914,,,970924,*******,,DC,,,,US,,961001,C,,,,,,JUDE,**********,,,,,,GRJU,970924,CM,,,IN,6,,** ** ** ****** *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,,,,,,1,,1,,,,1,,,,,,,,0A,2,0,1,,,,1731
ALM,97R0284,4,3,40,,,,O,SMR,,,,970914,,,970924,********,,DC,,,,US,,961001,C,,,,,,JUDE,**********,,,,,,GRJU,970924,CM,,,IN,6,,** ** ** ****** *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,,,,,,1,,1,,,,1,,,,,,,,0A,2,0,1,,,,1732
ALM,97R0285,1,2,***,,,,O,CFT,,,,970915,,,,,,NC,,,,US,,970911,,,,,,,VA,*** *********,,,,,,CMPL,970911,FI,,,,,,** ** ** ******,,,,,,,,,,,,,,,,970915,970930,970930,,,,,,,,,ALABAMA M,20,N,9,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1733
ALM,97R0286,1,1,***,,,,O,AAH,,,,970918,,,,,,NC,,,,US,,970501,,,,,,,TRSS,************,,,,,,REAS,970919,CN,,,,,,** ** ** *******,426985,,,,,,,,,,,,,,,970919,970930,970930,,,,,,,,,ALABAMA M,20,P,8,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1734
ALM,97R0287,1,1,83,,,,O,SMR,,,,970918,,,970924,********,,DC,,,,US,,970916,,,,,,,JUFB,*** *********,,,,,,GRJU,970924,FI,,,IN,1,,** ** ** *******,5100,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,N,9,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1735
ALM,97R0288,4,1,40,,,,O,LLF,,,,970919,,,970924,********,,DC,,,,US,,900101,C,,,,,,JUDE,*** *********,,,,,,GRJU,970924,CM,,,IN,9,,** ** ** ******* *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1736
ALM,97R0288,1,1,40,,,,O,LLF,,,,970919,,,970924,********,,DC,,,,US,,900101,C,,,,,,JUDE,*** *********,,,,,,GRJU,970924,CM,,,IN,9,,** ** ** ******* *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,1,,,,,1,,1,,,,1,,,,,,,,0A,2,0,1,,,,1737
ALM,97R0288,2,1,40,,,,O,LLF,,,,970919,,,970924,********,,DC,,,,US,,900101,C,,,,,,JUDE,*** *********,,,,,,GRJU,970924,CM,,,IN,9,,** ** ** ******* *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,,,,,,1,,1,,,,1,,,,,,,,0A,2,0,1,,,,1738
ALM,97R0288,3,1,***,,,,O,LLF,,,,970919,,,,,,NC,,,,US,,900101,C,,,,,,JUDE,*** *********,,,,,,AIRF,970918,CM,,,,,,** ** ** ******* *** ***,,,,,,,,,,,,,,,,970919,970930,970930,,,,,,,,,ALABAMA M,20,H,1,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1739
ALM,97R0289,1,1,40,,,,O,CRN,,,,970919,,,970924,********,,DC,,,,US,,,T,,,,,,TRCB,*** *********,,,,,,GRJU,970924,CM,,,IN,2,,** ** ** *****,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1740
ALM,97R0290,1,3,***,,,,O,SMR,,,,970919,,,,,,NC,,,,US,,970701,C,G,43,,,,JUDE,*** *********,,,,,,AIRF,970915,CM,,,,,,** ** ** ******,,,,,,,,,,,,,,,,970919,970930,970930,,,,,,,,,ALABAMA M,20,H,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1741
ALM,97R0291,1,2,***,,,,O,CRN,,,,970919,,,,,,NC,,,,US,,,,,,,,,TRCB,*** *********,,,,,,AIRF,970916,CM,,,,,,** ** ** ******,,,,,,,,,,,,,,,,970919,970930,970930,,,,,,,,,ALABAMA M,20,Q,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1742
ALM,97R0292,1,1,40,,,,O,SPF,,,,970919,,,970924,********,,DC,,,,US,,970918,C,,,,,,ZTAT,*** *********,,,,,,GRJU,970924,CM,,,IN,1,,** ** ** ******* *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1743
ALM,97R0292,2,1,40,,,,O,SPF,,,,970919,,,970924,********,,DC,,,,US,,970918,C,,,,,,ZTAT,*** *********,,,,,,GRJU,970924,CM,,,IN,1,,** ** ** ******* *** ***,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,,,,,,1,,1,,,,1,,,,,,,,0A,2,0,1,,,,1744
ALM,97R0293,1,3,40,,,,O,TFM,,,,970919,,,970924,********,,DC,,,,US,,900101,,,,,,,JUDE,**********,,,,,,GRJU,970924,CM,,,IN,3,,** ** ** ***** ** ************,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,1,,,,,1,1,1,1,,,1,1,,,,,,,0A,2,0,1,,,,1745
ALM,97R0293,2,3,40,,,,O,TFM,,,,970919,,,970924,********,,DC,,,,US,,900101,,,,,,,JUDE,**********,,,,,,GRJU,970924,CM,,,IN,3,,** ** ** ****** ** *****,,,,,,,,,,,,,,,,970926,970930,970930,970930,,,,,,,,ALABAMA M,20,H,1,1,,,,,,1,,1,,,,1,,,,,,,,0A,2,0,1,,,,1746
ALM,97R0293,3,3,***,,,,O,TFM,,,,970919,,,,,,NC,,,,US,,900101,,,,,,,JUDE,**********,,,,,,AIRF,970919,CM,,,,,,** ** ** ****** ** *****,,,,,,,,,,,,,,,,970925,970930,970930,,,,,,,,,ALABAMA M,20,H,1,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1747
ALM,97R0294,1,2,***,,,,O,SPF,,,,970915,,,,,,NC,,,,US,,970829,,,,,,,TRSS,*************,,,,,,AIRF,970915,CM,,,,,,** ** ** ****** **** *********,,,,,,,,,,,,,,,,970926,970930,970930,,,,,,,,,ALABAMA M,20,P,2,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1748
ALM,97R0294,2,2,***,,,,O,SPF,,,,970915,,,,,,NC,,,,US,,970829,,,,,,,TRSS,*************,,,,,,AIRF,970915,CM,,,,,,** ** ** ****** **** *********,,,,,,,,,,,,,,,,970926,970930,970930,,,,,,,,,ALABAMA M,20,P,2,1,,1,,,,,,,,,,,,,,,,,,36,2,0,1,,,,1749
ALM,97R0295,1,1,***,,,,O,TBH,,,,970926,,,,,,NC,,,,US,,960301,,,,,,,TRSS,************,,,,,,AIRF,970926,CM,,,,,,** ** ** ***** **** *****,,,,,,,,,,,,,,,,970926,970930,970930,,,,,,,,,ALABAMA M,20,P,2,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1750
ALM,97R0296,1,1,***,,,,O,AAH,,,,970926,,,,,,NC,,,,US,,970926,,,,,,,AGFS,*******,,,,,,CMPL,970926,FI,,,,,,** ** ** ******* ********,,,,,,,,,,,,,,,,970926,970930,970930,,,,,,,,,ALABAMA M,20,N,9,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1751
ALM,97R0297,1,2,***,,,,O,LLF,,,,970926,,,,,,NC,,,,US,,970901,,,,,,,JUDE,*******,,,,,,CMPL,970926,FI,,,,,,** ** ** ******* ***** *****,,,,,,,,,,,,,,,,970926,970930,970930,,,,,,,,,ALABAMA M,20,H,1,1,1,1,1,,,,,,,,,,,,,,,,,36,2,0,1,,,,1752
