District,usaono,defno,branch,progcat,priority,appealtype,collindc,casestat,ausa,littype,defstatus,defstatdt,matterdt,compdt,arrestdt,casedt,courtno,courtappeal,crttype,judge,casetype,caseweight,litresp,ldcharge,offensedt,cntrlsub,mbrseized,qtyseized,defdispdt,defdisp,defdpreas,invagency,invagencyno,dojdiv,dojno,factno,filler9,terrindic,evnt,evntdt,evntact,relusaonbr,realdefnbr,chgtype,totalcounts,errindc,filename,estdollar,errnojc,bondtype,bondamt,errindj,fine,errindj1,suspfine,errindj2,sentdt,susp,incar,incarsusp,sentsec,probation,sysdisdt,syseousadt,acrecvdt,acfiledt,accttermdt,progagcy,progagcyno,lateclosing,dcmns,lionsno,distseq,distname,disthicode,agcy,cca,mrrf,mrmf,mprf,mpmf,mtrf,mtmf,cfrf,cfcf,cprf,cpcf,ctrf,ctcf,irf,irc,ibrf,ibmf,crtrf,ctrcf,citrf,citcf,scrher,par dis,par div,rectype,disname2,nodis,alphadis,ID
ARE,96R0203,1,L,39,,,,C,WA,,,,960130,,,,,,NC,,,,US,,,,,,970707,DE,SPOC,TRSS,*************,,,,,,PUCO,960130,,,,,0,,** ** ******** ******* *****,,,,,,,,,,,,,,,,970725,970930,960130,,970707,,,,,96R00203001,,ARKANSAS E,90,O,2,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6499
ARE,96R0216,1,L,40,,,,O,LG,,,,960205,,,960625,************,,DC,SWW,,,US,,,C,,0,, W, NDT,JUDE,*******,,,,,,SENT,970813,,,,IN,2,,** ** ******** ****** *** ***,,,,,,,,,,970813,,135M,,,,970814,970930,960205,960625,,,,,96-405173-2,96R00216001,,ARKANSAS E,90,H,1,,,,,,,,,1,1,,,,,,,,,,,0A,9,0,1,,,,6500
ARE,96R0242,1,L,40,,,,C,LG,,,,960212,,,960709,************,,DC,WRW,,,US,,950713,T,,0,961021,GT,PLED,TRAT,*******,,,,,,PLEA,961021,,,,IN,3,,** ** ******** ******* *******,,,,,,0,,,,970127,,072M,,,,970514,970930,960212,960709,961021,,,,96-411911-9,96R00242001,,ARKANSAS E,90,H,1,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6501
ARE,96R0262,1,L,36,,,,C,SC,,,,960214,,,,,,NC,,,,US,,,,,,970306,DE,WKEV,JUFB,*******,,,,,,PUCO,960214,,,,,0,,** ** ***** *******,5000000,,,,,,,,,,,,,,,970514,970930,960214,,970306,ZFDI,*******,,,96R00262001,,ARKANSAS E,90,O,4,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6502
ARE,96R0264,1,L,90,,,,C,LJ,,,,960214,,,,,,NC,,,,US,,,,,,970228,DE,SPOA,JUFB,*******,,,,,,ORDR,960617,,,,,0,,** ** ******* ****** **,,,,,,,,,,,,,,,,970514,970930,960214,,970228,,,,,96R00264001,,ARKANSAS E,90,Q,1,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6503
ARE,96R0265,1,L,90,,,,O,LJ,,,,960214,,,970312,***********,,DC,ETR,,,US,,,,,,, W, NDT,JUFB,*******,,,,,,PORT,970918,,,,IN,1,,** ** ****** ******* ****,,,,,,,,,,,,,,,,971002,970930,960214,970312,,,,,97-512135-6,96R00265001,,ARKANSAS E,90,Q,1,,,,,,,1,1,1,1,,,1,1,,,,,,,0A,9,0,1,,,,6504
ARE,96R0266,1,L,87,,,,O,LJ,,,,960214,,,961008,************,,DC,JMM,,,US,,950813,,,,, W, NDT,JUFB,*******,,,,,,PLNG,961017,,,,IN,1,,** ** ******* ******* *******,,,,,,,,,,,,,,,,971002,970930,960214,961008,,,,,96-452583-1,96R00266001,,ARKANSAS E,90,Q,1,,,,,,,1,1,1,1,,,1,1,,,,,,,0A,9,0,1,,,,6505
ARE,96R0267,1,L,***,,,,O,LJ,,UN,960214,960214,,,,,,NC,,,,US,,,,,,,,,JUFB,*******,,,,,,PUCO,960214,,,,,0,,** ** ******* *******,,,,,,,,,,,,,,,,970514,970930,960214,,,,,,,96R00267001,,ARKANSAS E,90,M,3,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6506
ARE,96R0270,1,L,39,,,,C,BB,,,,960214,,,,,,NC,,,,US,,,,,,961118,DE,SPOA,IRS,*******,,,,,,PUCO,960214,,,,,0,,** ** ******* ***** **,,,,,,,,,,,,,,,,970514,970930,960214,,961118,,,,,96R00270001,,ARKANSAS E,90,O,2,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6507
ARE,96R0273,1,L,***,,,,O,BB,,,,960214,,,,,,NC,,,,US,,,,,,,,,JUFB,*******,,,,,,PUCO,960214,,,,,0,,** ** ****** ***,,,,,,,,,,,,,,,,970609,970930,960214,,,,,,,96R00273001,,ARKANSAS E,90,P,8,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6508
ARE,96R0304,1,L,39,,,,O,JB,,RL,970522,960220,,,970514,***********,,DC,SMR,,3,US,,,,,,, W, NDT,TRSS,*************,,,,,,RVMD,970925,DN,,###,IN,2,,** ** ****** *******,,,,,,,,,,,,,,,,971001,970930,960220,970514,,,,,97-553132-1,96R00304001,,ARKANSAS E,90,O,2,,,,,,,1,1,1,1,,,1,1,,,,,,,0A,9,0,1,,,,6509
ARE,96R0305,1,L,40,,,,C,LJ,,,,960219,960219,,960411,************,,DC,SMR,,,US,,960215,C,,0,961031,GT,PLED,JUFB,*******,,,,,,SENT,970418,,,,SN,1,,** ** ******** ****** ******,,,,,,0,,,,970418,,120M,,,,970514,970930,960219,960411,961031,,,,96-344895-9,96R00305001,,ARKANSAS E,90,H,1,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6510
ARE,96R0305,4,L,40,,,,C,UNK,,,,960219,,,,,,NC,,,,US,,960215,C,,0,970411,DE,WKEV,JUFB,*******,,,,,,,,,,,,0,,** ** ******** ****** ******,,,,,,,,,,,,,,,,970514,970930,960219,,970411,,,,96-344895-9,96R00305004,,ARKANSAS E,90,H,1,,,,,1,,,,,,,,,,,,,,,,51,9,0,1,,,,6511
ARE,96R0351,1,L,***,,,,O,JKB,,,,960221,,,,,,NC,,,,US,,,,,,,,,LABO,*******,,,,,,PPTD,960710,,,,,0,,** ** ****** *******,,,,,,,,,,,,,,,,970606,970930,960221,,,,,,,96R00351001,,ARKANSAS E,90,G,2,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6512
ARE,96R0356,1,L,03Z,,,,O,BB,,RL,970904,960222,,,970815,************,,DC,GTE,,,US,,,,,,, W, NDT,JUFB,*******,,,,,,PLNG,970904,,,,IN,2,,** ** ******* ***** *****,,,PS,,,,,,,,,,,,,970918,970930,960222,970815,,,,,,96R00356001,,ARKANSAS E,90,P,8,,,,,,,1,1,1,1,,,1,1,,,,,,,0A,9,0,1,,,,6513
ARE,96R0363,1,L,***,,,,O,MJ,,,,960222,,,,,,NC,,,,US,,,,,,,,,JUFB,*************,,,,,,PUCO,960222,,,,,0,,** ** ******** *********,,,,,,,,,,,,,,,,970514,970930,960222,,,,,,,96R00363001,,ARKANSAS E,90,I,6,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6514
ARE,96R0378,1,L,***,,,,O,PH,,,,960227,,,,,,NC,,,4,US,,,M,P,100,,,,JUDE,**********,,,,,,PUCO,960227,,,,,0,,** ** ******* *****,,,,,,,,,,,,,,,,971001,970930,960227,,,,,,,96R00378001,,ARKANSAS E,90,H,1,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6516
ARE,96R0379,1,L,***,,,,O,PH,,,,960228,,,,,,NC,,,4,US,,,T,,0,,,,JUDE,**********,,,,,,PUCO,960228,,,,,0,,** ** ******** ******,,,,,,,,,,,,,,,,971001,970930,960228,,,,,,,96R00379001,,ARKANSAS E,90,H,1,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6517
ARE,96R0410,Aqa,L,61,,,,O,WA,,DT,970506,960306,,,960313,***********,,DC,,,,US,,950125,,,,, W, NDT,TRSS,*************,,,,,,SENT,970506,,,,IN,3,,** ** ****** ******* ** **,,,,,,,,,,970502,,016M,,,,970923,970930,960306,960313,,,,,96-357726-4,96R00410Aqa,,ARKANSAS E,90,B,3,,,,,,,,,1,1,,,,,,,,,,,0A,9,0,1,,,,6518
ARE,96R0410,Aqb,L,61,,,,O,WA,,,,960306,,,960313,***********,,DC,,,,US,,950125,,,,, W, NDT,TRSS,*************,,,,,,AWTD,970609,FI,,,IN,3,,** ** ****** ******* ** **,,,,,,,,,,,,,,,,970923,970930,960306,960313,,,,,96-357726-4,96R00410Aqb,,ARKANSAS E,90,B,3,,,,,,,,,1,,,,,,,,,,,,0A,9,0,1,,,,6519
ARE,96R0410,AqZ,L,61,,,,O,WA,,,,960306,,,960313,***********,,DC,,,,US,,950125,,,,961028,GT,PLED,TRSS,*************,,,,,,SENT,970214,,,,IN,4,,** ** ****** ******* ** **,,,,,,0,,,,970214,,024M,,,,970923,970930,960306,960313,961028,,,,96-357726-4,96R00410AqZ,,ARKANSAS E,90,B,3,,,,,,,,,,,1,,,,,,,,,,10,9,0,1,,,,6520
ARE,96R0416,AqZ,L,***,,,,O,MJ,,,,960306,,,,,,NC,,,,US,,,,,,,,,JUFB,*******,,,,,,PUCO,960306,,,,,0,,** ** ******* *****,15600000,,,,,,,,,,,,,,,970815,970930,960306,,,ZFDI,*******,,,96R00416AqZ,,ARKANSAS E,90,O,4,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6521
ARE,96R0441,1,L,40,,,,C,RG,,,,960312,,,961104,***********,,DC,JMM,,,US,,950409,M,,0,961104,GT,PLED,JUDE,**********,,,,,,SENT,970130,,,,SF,1,,** ** ****** **** ******,,,,,,0,,,,970130,,010M,,,,970514,970930,960312,961104,961104,,,,96-375781-3,96R00441001,,ARKANSAS E,90,H,1,,,,,,,1,1,,,1,1,,,,,,,,,10,9,0,1,,,,6522
ARE,96R0480,1,L,39,,,,C,GV,,,,960319,,,960725,************,,DC,OGH,,,US,,960101,,,,961017,GT,PLED,TRSS,*************,,,,,,SENT,961017,,,,SF,2,,** ** ***** ******** **,,,,,,0,,,,961017,,,,,36,970514,970930,960319,960725,961017,,,,96-385879-1,96R00480001,,ARKANSAS E,90,O,2,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6523
ARE,96R0481,1,L,47,,,,O,RG,,,,960319,,,970409,***********,,DC,OGH,,1,US,,,,,,, W, NDT,IRS,*******,ZNTF,SC-ARE-029,,,,PLNG,970410,,,,IN,4,,** ** ********* **** ******,,,,,,,,,,,,,,,,970930,970930,960319,970409,,,,,97-526499-4,96R00481001,,ARKANSAS E,90,K,1,,,,,,,1,1,1,1,,,1,1,,,,,,,0A,9,0,1,,,,6524
ARE,96R0486,1,L,90,,,,O,JKB,,FU,960306,960306,960306,,,** *********,,MG,HLJ,,,US,,,,,,,,,JUFB,*******,,,,,,CMPL,960306,FI,,,CO,1,,** ** ************ ****,,,,,,,,,,,,,,,,970609,970930,960306,,,,,,97-500231-2,96R00486001,,ARKANSAS E,90,Q,1,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6525
ARE,96R0490,1,L,40,,,,C,RG,,,,960320,,,961216,***********,,DC,WRW,,,US,,960318,C,,0,961216,GT,PLED,JUDE,**********,,,,,,SENT,970311,,,,SF,2,,** ** ***** ***** **,,,,,,0,,,,970311,,060M,,,,970514,970930,960320,961216,961216,,,,96-370942-6,96R00490001,,ARKANSAS E,90,H,1,,,,,,,1,1,,,1,1,,,,,,,,,10,9,0,1,,,,6526
ARE,96R0490,2,L,40,,,,C,RG,,,,960320,,,961216,***********,,DC,WRW,,,US,,960318,C,,0,961213,DM,GWOD,JUDE,**********,,,,,,,,,,,SF,0,,** ** ***** ***** **,,,,,,,,,,,,,,,,970514,970930,960320,961216,961213,,,,96-370942-6,96R00490002,,ARKANSAS E,90,H,1,,,,,,,1,,,,1,,,,,,,,,,22,9,0,1,,,,6527
ARE,96R0498,1,L,***,,,,O,GH,,,,960321,,,,,,NC,,,,US,,,C,,0,,,,JUDE,**********,,,,,,PUCO,960321,,,,,0,,** ** ******* ******,,,,,,,,,,,,,,,,970522,970930,960321,,,,,,,96R00498001,,ARKANSAS E,90,H,1,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6528
ARE,96R0500,1,L,40,,,,O,PH,,,,960321,,,960514,************,,DC,SWW,,,US,,951219,T,,0,, W, NDT,JUDE,**********,,,,,,PLEA,961104,,,,IN,1,,** ** ***** ******* ****,,,,,,,,,,970424,,078M,,,,970522,970930,960321,960514,,,,,96-385878-4,96R00500001,,ARKANSAS E,90,H,1,,,,,,,,,1,1,,,,,,,,,,,0A,9,0,1,,,,6529
ARE,96R0507,1,L,75,,,,C,JB,,,,960325,,,,,,NC,,,,US,,,,,,961008,DE,LECI,JUFB,*******,,,,,,PUCO,960325,,,,,0,,** ** ************ *****,,,,,,,,,,,,,,,,970514,970930,960325,,961008,,,,,96R00507001,,ARKANSAS E,90,F,1,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6530
ARE,96R0508,1,L,54,,,,O,LG,,,,960325,,,960814,************,,DC,SMR,,,US,,951008,,,,, W, NDT,TRAT,*************,,,,,,JTRI,970204,,,,IN,2,,** ** ******** ***** ****,,,,,,,,,,,,,,,,970827,970930,960325,960814,,,,,96-428041-3,96R00508001,,ARKANSAS E,90,N,3,,,,,,,,,1,1,,,,,,,,,,,0A,9,0,1,,,,6531
ARE,96R0509,1,L,54,,,,C,DS,,,,960325,,,960611,************,,DC,OHW,,,US,,,,,,961108,GT,PLED,TRAT,*******,,,,,,SENT,970128,,,,IN,3,,** ** ****** ***** ***,,,,,,0,,,,970128,,096M,,,,970902,970930,960325,960611,961108,,,,96-401544-5,96R00509001,,ARKANSAS E,90,N,3,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6532
ARE,96R0517,1,L,***,,,,O,JB,,OT,960327,960327,,,,,,NC,,,3,US,,,,,,,,,PSUS,***********,,,,,,PUCO,960327,,,,,0,,** ** ****** ******,,,,,,,,,,,,,,,,971001,970930,960327,,,,,,,96R00517001,,ARKANSAS E,90,M,1,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6533
ARE,96R0517,2,L,***,,,,O,JB,,OT,960327,960327,,,,,,NC,,,3,US,,,,,,,,,PSUS,***********,,,,,,AIRF,960327,,,,,0,,** ** ****** ******,,,,,,,,,,,,,,,,971001,970930,960327,,,,,,,96R00517002,,ARKANSAS E,90,M,1,,,1,,,,,,,,,,,,,,,,,,36,9,0,1,,,,6534
ARE,96R0517,3,L,***,,,,O,JB,,OT,960327,960327,,,,,,NC,,,3,US,,,,,,,,,PSUS,***********,,,,,,AIRF,960327,,,,,0,,** ** ****** ******,,,,,,,,,,,,,,,,971001,970930,960327,,,,,,,96R00517003,,ARKANSAS E,90,M,1,,,1,,,,,,,,,,,,,,,,,,36,9,0,1,,,,6535
ARE,96R0517,4,L,***,,,,O,JB,,OT,960327,960327,,,,,,NC,,,3,US,,,,,,,,,PSUS,***********,,,,,,AIRF,960327,,,,,0,,** ** ****** ******,,,,,,,,,,,,,,,,971001,970930,960327,,,,,,,96R00517004,,ARKANSAS E,90,M,1,,,1,,,,,,,,,,,,,,,,,,36,9,0,1,,,,6536
ARE,96R0552,1,L,54,,,,C,KA,,,,960403,,,960709,************,,DC,SMR,,,US,,960327,,,,970618,GT,PLED,TRAT,*******,,,,,,SENT,970618,,,,IN,2,,** ** ******** **** *****,,,,,,,,,,970618,,024M,,,,970630,970930,960403,960709,970618,,,,96-411910-2,96R00552001,,ARKANSAS E,90,N,3,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6537
ARE,96R0554,1,L,39,,,,C,PH,,,,960403,,,960625,************,,DC,JMM,,,US,,960307,,,,961213,GT,PLED,IRS,*******,,,,,,PLEA,960826,,,,IN,1,,** ** ********* *****,,,,,,0,,,,961213,,021M,,,,970514,970930,960403,960625,961213,,,,96-405170-1,96R00554001,,ARKANSAS E,90,O,2,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6538
ARE,96R0555,1,L,54,,,,O,KA,,,,960403,,,960514,************,,DC,WRW,,,US,,960212,,,,961113,GT,JTRD,TRAT,*******,,,,,,NOAP,970307,,,,IN,3,,** ** ******* ******,,,,,,0,,,,970228,,220M,,,,970902,970930,960403,960514,961113,,,,96-386569-4,96R00555001,,ARKANSAS E,90,N,3,,,,,,,,,,,1,1,,,,,1,1,,,4,9,0,1,,,,6539
ARE,96R0556,1,L,82,,,,O,LG,,,,960403,,,961113,************,,DC,OGH,,,US,,960120,,,,, W, NDT,PSUS,*******,,,,,,PLNG,961219,,,,IN,1,,** ** ******** ****** ******,,,,,,,,,,970826,,043M,,,,970618,970930,960403,961113,,,,,97-486786-8,96R00556001,,ARKANSAS E,90,M,1,,,,,,,1,1,1,1,,,1,1,,,,,,,0A,9,0,1,,,,6540
ARE,96R0561,1,L,40,,,,O,RG,,,,960403,,960320,960411,***********,,DC,OHW,,,US,,950518,C,,0,961015,GT,PLED,ZTAT,*********,,,,,,NOAP,970127,FI,,,IN,2,,** ** ******** **** ***,,,,,,0,,,,970122,,124M,,,,970514,970930,960403,960411,961015,,,,96-375782-0,96R00561001,,ARKANSAS E,90,H,1,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6541
ARE,96R0572,1,L,40,,,,O,RG,,,,960405,,,970514,***********,,DC,GTE,,1,US,,,C,G,50,, W, NDT,TRAT,*******,,,,,,ORDR,970814,FI,,,IN,0,,** ** ******* *****,,,,,,,,,,,,,,,,970929,970930,960405,970514,,,,,97-574591-0,96R00572001,,ARKANSAS E,90,H,1,,,,,,,1,1,1,1,,,1,1,,,,,,,0A,9,0,1,,,,6542
ARE,96R0572,2,L,40,,,,O,RG,,,,960405,,,970514,***********,,DC,GTE,,1,US,,,C,G,50,, W, NDT,TRAT,*******,,,,,,ORDR,970814,FI,,,IN,1,,** ** ******* *****,,,,,,,,,,,,,,,,970929,970930,960405,970514,,,,,97-574591-0,96R00572002,,ARKANSAS E,90,H,1,,,,,,,1,,1,,,,1,,,,,,,,0A,9,0,1,,,,6543
ARE,96R0572,3,L,40,,,,O,RG,,,,960405,,,970514,***********,,DC,GTE,,1,US,,,C,G,50,, W, NDT,TRAT,*******,,,,,,ORDR,970814,FI,,,IN,1,,** ** ******* *****,,,,,,,,,,,,,,,,970929,970930,960405,970514,,,,,97-574591-0,96R00572003,,ARKANSAS E,90,H,1,,,,,,,1,,1,,,,1,,,,,,,,0A,9,0,1,,,,6544
ARE,96R0584,1,L,40,,,,C,LJ,,,,960408,,,,,,NC,,,,US,,,T,,0,970211,DE,LECI,JUDE,*******,,,,,,PUCO,960408,,,,,0,,** ** ******** ******,,,,,,,,,,,,,,,,970514,970930,960408,,970211,,,,,96R00584001,,ARKANSAS E,90,H,1,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6545
ARE,96R0632,1,L,05D,,,,C,MJ,,,,960411,,,,,,NC,,,,US,,,,,,970128,DE,MFIN,JUFB,*******,,,,,,PUCO,960411,,,,,0,,** ** ********* ***,,,,,,,,,,,,,,,,970514,970930,960411,,970128,,,,,96R00632001,,ARKANSAS E,90,B,1,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6546
ARE,96R0632,2,L,05D,,,,C,MJ,,,,960411,,,,,,NC,,,,US,,,,,,970128,DE,MFIN,JUFB,*******,,,,,,,,,,,,0,,** ** ********* ***,,,,,,,,,,,,,,,,970514,970930,960411,,970128,,,,,96R00632002,,ARKANSAS E,90,B,1,,,,,1,,,,,,,,,,,,,,,,51,9,0,1,,,,6547
ARE,96R0636,1,L,54,,,,C,JB,,,,960411,,,961017,************,,DC,WRW,,,US,,950909,,,,970114,GT,PLED,TRAT,************,,,,,,SENT,970114,,,,SF,1,,** ** ******** ****** *******,,,,,,,,,,970114,,003M,,,,970925,970930,960411,961017,970114,,,,96-428048-2,96R00636001,,ARKANSAS E,90,N,3,,,,,,,1,1,,,1,1,,,,,,,,,10,9,0,1,,,,6548
ARE,96R0638,1,L,***,,,,O,LG,,,,960411,,,,,,NC,,,,US,,,,,,,,,PSUS,*************,,,,,,PUCO,960411,,,,,0,,** ** ********* *******,,,,,,,,,,,,,,,,970618,970930,960411,,,,,,,96R00638001,,ARKANSAS E,90,M,1,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6549
ARE,96R0638,2,L,***,,,,O,LG,,,,960411,,,,,,NC,,,,US,,,,,,,,,PSUS,*************,,,,,,,,,,,,0,,** ** ********* *******,,,,,,,,,,,,,,,,970618,970930,960411,,,,,,,96R00638002,,ARKANSAS E,90,M,1,,,1,,,,,,,,,,,,,,,,,,36,9,0,1,,,,6550
ARE,96R0639,1,L,***,,,,O,JB,,OT,960411,960411,,,,,,NC,,,2,US,,,,,,,,,JUFB,*******,,,,,,PUCO,960411,,,,,0,,** ** *********** ****,,,,,,,,,,,,,,,,971001,970930,960411,,,,,,,96R00639001,,ARKANSAS E,90,P,8,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6551
ARE,96R0643,1,L,90,,,,C,JKB,,FU,960411,960411,960411,,,** *********,,MG,HLJ,,,US,,,,,,970328,DM,STAM,JUFB,*******,,,,,,DISM,970328,,,,CO,1,,** ** ******* ***** ****,,,,,,,,,,,,,,,,970514,970930,960411,,970328,,,,97-500234-3,96R00643001,,ARKANSAS E,90,Q,1,,,,,1,1,,,,,,,,,,,,,,,50,9,0,1,,,,6552
ARE,96R0651,1,L,***,,,,O,GV,,OT,960412,960412,,,,,,NC,,,2,US,,,,,,,,,TRSS,*******,,,,,,PUCO,960412,,,###,,0,,** ** **** *****,,,,,,,,,,,,,,,,971001,970930,960412,,,,,,,96R00651001,,ARKANSAS E,90,O,2,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6553
ARE,96R0652,1,L,40,,,,C,KA,,,,960411,,,960411,***********,,DC,JMM,,,US,,960410,,,,970418,GT,PLED,JUDE,*******,,,,,,SENT,970418,,,,IN,1,,** ** ******** ***** *****,,,,,,,,,,970418,,168M,,,,970623,970930,960411,960411,970418,,,,96-370957-7,96R00652001,,ARKANSAS E,90,H,1,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6554
ARE,96R0652,2,L,40,,,,C,KA,,,,960411,,,960411,***********,,DC,JMM,,,US,,960410,,,,970418,GT,PLED,JUDE,*******,,,,,,PLEA,960729,,,,IN,1,,** ** ******** ***** *****,,,,,,2000000,,,,970418,,150M,,,,970623,970930,960411,960411,970418,,,,96-370957-7,96R00652002,,ARKANSAS E,90,H,1,,,,,,,,,,,1,,,,,,,,,,10,9,0,1,,,,6555
ARE,96R0653,1,L,32,,,,C,JB,,,,960412,,,961108,************,,DC,SMR,,,US,,930501,,,,961108,GT,PLED,JUFB,*******,,,,,,SENT,970331,,,,IF,1,,** ** ******* *****,,,,,,0,,,,970331,,012M,,,,970514,970930,960412,961108,961108,,,,97-486863-0,96R00653001,,ARKANSAS E,90,P,2,,,,,,,1,1,,,1,1,,,,,,,,,10,9,0,1,,,,6556
ARE,96R0671,1,L,***,,,,O,PH,,,,960412,,,,,,NC,,,2,US,,,,,,,,,ZTAT,*******,,,,,,PUCO,960412,,,,,0,,** ** ***** *****,,,,,,,,,,,,,,,,971001,970930,960412,,,,,,,96R00671001,,ARKANSAS E,90,P,8,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6557
ARE,96R0687,1,L,40,,,,C,JKB,,,,960417,960417,,960514,************,,DC,JMM,,,US,,960416,,,,970116,GT,PLED,JUDE,*******,,,,,,SENT,970116,,,,IN,1,,** ** ****** ****** *******,,,,,,0,,,,970116,,070M,,,,970514,970930,960417,960514,970116,,,,96-385884-2,96R00687001,,ARKANSAS E,90,H,1,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6559
ARE,96R0687,2,L,40,,,,C,JKB,,,,960417,960417,,960514,************,,DC,JMM,,,US,,960416,,,,961010,DM,GWOD,JUDE,*******,,,,,,DISM,961010,,,,IN,1,,** ** ****** ****** *******,,,,,,,,,,,,,,,,970514,970930,960417,960514,961010,,,,96-385884-2,96R00687002,,ARKANSAS E,90,H,1,,,,,,,,,,,1,,,,,,,,,,22,9,0,1,,,,6560
ARE,96R0688,1,L,***,,,,O,GV,,PD,970707,960422,,,,,,NC,,,2,US,,,,,,,,,TRSS,*******,,,,,,PTDR,970707,CM,,,,0,,** ** ******* *****,,,,,,,,,,,,,,,,971001,970930,960422,,,,,,,96R00688001,,ARKANSAS E,90,O,2,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6561
ARE,96R0692,1,L,90,,,,C,MJ,,,,960422,,,,,,NC,,,,US,,,,,,961106,DE,SUCO,JUFB,*************,,,,,,PUCO,960422,,,,,0,,** ** *********** ******* **,,,,,,,,,,,,,,,,970514,970930,960422,,961106,,,,,96R00692001,,ARKANSAS E,90,Q,1,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6562
ARE,96R0693,1,L,40,,,,O,AJ,,,,960422,,,970930,***********,,DC,JMM,,,US,,950801,T,,0,,,,JUDE,*******,,,,,,ARGN,970424,,,,SN,1,,** ** ******* ***** *******,,,,,,,,,,,,,,,,971006,970930,960422,970930,,,,,97-532468-6,96R00693001,,ARKANSAS E,90,H,1,,,,,,,1,1,1,1,,,,,,,,,,,0A,9,0,1,,,,6563
ARE,96R0693,2,L,40,,,,O,AJ,,,,960422,,,970930,***********,,DC,JMM,,,US,,950801,T,,0,,,,JUDE,*******,,,,,,ARGN,970424,,,,SN,1,,** ** ******* ***** *******,,,,,,,,,,,,,,,,971006,970930,960422,970930,,,,,97-532468-6,96R00693002,,ARKANSAS E,90,H,1,,,,,,,1,,1,,,,,,,,,,,,0A,9,0,1,,,,6564
ARE,96R0694,1,L,40,,,,C,GH,,,,960422,,,,,,NC,,,,US,,,M,,0,961122,DE,SPOA,JUDE,*******,,,,,,PUCO,960422,,,,,0,,** ** ******** ******,,,,,,,,,,,,,,,,970514,970930,960422,,961122,,,,,96R00694001,,ARKANSAS E,90,H,1,,,,,1,1,,,,,,,,,,,,,,,51,9,0,1,,,,6565
ARE,96R0697,1,L,90,,,,C,JKB,,FU,960410,960410,960410,,,** *********,,MG,OJC,,,US,,,,,,961127,DM,GWOM,JUFB,*******,,,,,,DISM,961127,,,,CO,1,,** ** ******* *** **,,,,,,,,,,,,,,,,970514,970930,960410,,961127,,,,97-500223-0,96R00697001,,ARKANSAS E,90,Q,1,,,,,1,1,,,,,,,,,,,,,,,49,9,0,1,,,,6566
ARE,96R0698,1,L,40,,,,O,GH,,,,960422,,,960709,************,,DC,SWW,,,US,,960318,C,,0,961108,GT,PLED,JUDE,*******,,,,,,NOAP,970225,,,,IN,1,,** ** ****** ****,,,,,,0,,,,970220,,121M,,,,970514,970930,960422,960709,961108,,,,96-411907-5,96R00698001,,ARKANSAS E,90,H,1,,,,,,,,,,,1,1,,,,,,,,,10,9,0,1,,,,6567
ARE,96R0700,1,L,***,,,,O,DS,,,,960422,,,,,,NC,,,,US,,,,,,,,,IRS,*******,,,,,,PUCO,960422,,,,,0,,** ** ********* *****,,,,,,,,,,,,,,,,970609,970930,960422,,,,,,,96R00700001,,ARKANSAS E,90,I,5,,,1,1,,,,,,,,,,,,,,,,,36,9,0,1,,,,6568
